age,gender,job_role,years_of_experience,work_type,hours_worked_per_week,number_of_virtual_meetings,work_life_balance_rating,stress_level,productivity_change,social_isolation_rating,satisfaction_with_remote_work,company_support_for_remote_work,degree_of_remote_support,degree_of_social_isolation,degree_of_work-life_balance
23,Female,Data Scientist,26,Onsite,33,6,3,High,Increase,2,Neutral,3,Medium,Low,Medium
22,Female,Project Manager,22,Onsite,60,3,5,High,No Change,1,Unsatisfied,2,Low,Low,High
48,Non-binary,Software Engineer,30,Remote,50,8,4,Medium,Decrease,3,Unsatisfied,4,High,Medium,High
52,Female,Data Scientist,23,Hybrid,21,11,5,High,Increase,1,Neutral,3,Medium,Low,High
27,Male,Software Engineer,31,Onsite,60,7,1,High,Decrease,2,Unsatisfied,5,High,Low,Low
47,Prefer not to say,Project Manager,19,Remote,30,4,4,High,Decrease,1,Satisfied,4,High,Low,High
50,Prefer not to say,Project Manager,29,Hybrid,33,12,4,Low,No Change,3,Neutral,3,Medium,Medium,High
46,Female,Data Scientist,5,Remote,56,5,3,High,No Change,4,Unsatisfied,3,Medium,High,Medium
24,Female,Project Manager,15,Remote,46,14,3,Medium,Increase,4,Satisfied,4,High,High,Medium
45,Female,Project Manager,26,Remote,57,11,4,Medium,No Change,2,Neutral,3,Medium,Low,High
37,Male,Project Manager,27,Onsite,52,2,1,High,Decrease,4,Neutral,1,Low,High,Low
29,Male,Software Engineer,26,Remote,34,15,5,Medium,Decrease,5,Neutral,4,High,High,High
60,Prefer not to say,Project Manager,3,Remote,25,11,4,Medium,No Change,1,Unsatisfied,2,Low,Low,High
40,Prefer not to say,Data Scientist,10,Hybrid,30,4,5,High,Increase,3,Satisfied,2,Low,Medium,High
48,Prefer not to say,Project Manager,26,Onsite,40,4,5,High,Decrease,5,Satisfied,1,Low,High,High
44,Male,Software Engineer,20,Onsite,20,10,5,Low,No Change,5,Satisfied,4,High,High,High
37,Non-binary,Software Engineer,13,Onsite,50,15,5,High,Increase,4,Neutral,3,Medium,High,High
37,Female,Software Engineer,25,Hybrid,57,2,3,High,Increase,4,Unsatisfied,1,Low,High,Medium
57,Prefer not to say,Software Engineer,35,Remote,28,10,2,Medium,No Change,2,Satisfied,3,Medium,Low,Low
42,Non-binary,Data Scientist,11,Remote,29,12,2,Medium,Decrease,5,Neutral,1,Low,High,Low
39,Non-binary,Software Engineer,26,Hybrid,26,9,2,High,No Change,4,Neutral,2,Low,High,Low
40,Prefer not to say,Software Engineer,2,Remote,30,4,2,Low,No Change,3,Satisfied,2,Low,Medium,Low
56,Prefer not to say,Data Scientist,6,Onsite,43,8,3,Medium,Decrease,4,Satisfied,2,Low,High,Medium
23,Female,Project Manager,31,Hybrid,51,7,1,High,No Change,5,Unsatisfied,1,Low,High,Low
55,Female,Project Manager,10,Hybrid,27,0,1,High,Decrease,3,Satisfied,3,Medium,Medium,Low
40,Female,Data Scientist,31,Remote,56,4,4,Low,No Change,4,Satisfied,2,Low,High,High
52,Female,Software Engineer,30,Remote,22,6,5,Low,Increase,3,Satisfied,2,Low,Medium,High
47,Male,Software Engineer,24,Remote,45,1,1,Medium,No Change,3,Satisfied,2,Low,Medium,Low
39,Non-binary,Project Manager,1,Onsite,45,5,1,High,Decrease,1,Neutral,4,High,Low,Low
26,Non-binary,Software Engineer,2,Hybrid,56,9,3,Low,Decrease,2,Unsatisfied,3,Medium,Low,Medium
34,Prefer not to say,Project Manager,26,Onsite,26,15,1,Low,No Change,2,Satisfied,2,Low,Low,Low
26,Non-binary,Data Scientist,18,Remote,53,4,2,Low,Decrease,5,Unsatisfied,4,High,High,Low
50,Non-binary,Project Manager,5,Remote,23,0,4,Medium,Increase,4,Unsatisfied,4,High,High,High
55,Male,Data Scientist,19,Remote,20,6,4,High,No Change,1,Unsatisfied,3,Medium,Low,High
48,Male,Data Scientist,24,Remote,29,1,2,Low,No Change,1,Neutral,1,Low,Low,Low
30,Prefer not to say,Software Engineer,13,Remote,60,14,4,Medium,No Change,5,Unsatisfied,5,High,High,High
54,Female,Project Manager,7,Remote,38,10,3,Low,Decrease,3,Unsatisfied,2,Low,Medium,Medium
43,Prefer not to say,Software Engineer,27,Onsite,54,0,3,High,Decrease,3,Unsatisfied,2,Low,Medium,Medium
53,Female,Data Scientist,6,Remote,37,4,1,Low,No Change,4,Unsatisfied,3,Medium,High,Low
25,Male,Software Engineer,22,Hybrid,58,10,4,High,Decrease,1,Unsatisfied,4,High,Low,High
52,Prefer not to say,Data Scientist,22,Onsite,56,2,1,Low,Increase,2,Unsatisfied,2,Low,Low,Low
58,Prefer not to say,Software Engineer,3,Hybrid,59,7,4,High,Increase,1,Satisfied,3,Medium,Low,High
51,Male,Project Manager,3,Onsite,55,4,1,High,Increase,3,Unsatisfied,1,Low,Medium,Low
28,Male,Project Manager,18,Onsite,32,10,3,Medium,No Change,1,Unsatisfied,4,High,Low,Medium
45,Male,Software Engineer,13,Onsite,37,7,4,Medium,Increase,3,Satisfied,4,High,Medium,High
51,Prefer not to say,Software Engineer,23,Onsite,28,4,5,High,Increase,4,Satisfied,4,High,High,High
27,Prefer not to say,Software Engineer,28,Onsite,54,12,1,Medium,Increase,2,Satisfied,4,High,Low,Low
40,Non-binary,Software Engineer,3,Remote,42,10,4,Low,Decrease,2,Unsatisfied,2,Low,Low,High
22,Female,Data Scientist,30,Hybrid,60,3,4,High,No Change,5,Neutral,3,Medium,High,High
60,Prefer not to say,Project Manager,23,Onsite,31,4,3,Low,Increase,1,Neutral,3,Medium,Low,Medium
53,Male,Data Scientist,1,Hybrid,39,6,5,Low,No Change,2,Unsatisfied,3,Medium,Low,High
56,Male,Project Manager,35,Onsite,25,13,2,Medium,Decrease,1,Unsatisfied,3,Medium,Low,Low
44,Non-binary,Data Scientist,9,Remote,49,6,4,Medium,Increase,1,Neutral,5,High,Low,High
55,Male,Software Engineer,9,Onsite,42,9,2,Medium,Decrease,2,Satisfied,1,Low,Low,Low
58,Prefer not to say,Software Engineer,18,Hybrid,33,13,5,Low,No Change,3,Satisfied,3,Medium,Medium,High
35,Female,Software Engineer,31,Onsite,58,0,2,Medium,Increase,4,Neutral,5,High,High,Low
46,Non-binary,Software Engineer,19,Hybrid,22,12,4,Medium,Decrease,2,Neutral,4,High,Low,High
47,Male,Data Scientist,20,Hybrid,34,5,3,High,Decrease,5,Neutral,1,Low,High,Medium
59,Prefer not to say,Project Manager,8,Hybrid,22,13,4,High,Decrease,1,Unsatisfied,3,Medium,Low,High
45,Prefer not to say,Data Scientist,12,Remote,42,14,3,Medium,No Change,1,Unsatisfied,2,Low,Low,Medium
29,Female,Data Scientist,9,Hybrid,24,9,1,Medium,Decrease,4,Neutral,1,Low,High,Low
60,Non-binary,Project Manager,15,Onsite,47,4,5,Low,No Change,1,Satisfied,1,Low,Low,High
57,Prefer not to say,Project Manager,23,Onsite,20,6,5,Medium,No Change,3,Neutral,4,High,Medium,High
55,Prefer not to say,Software Engineer,25,Remote,59,12,4,Low,No Change,3,Neutral,1,Low,Medium,High
26,Male,Project Manager,21,Remote,42,5,2,Medium,Increase,2,Neutral,4,High,Low,Low
52,Female,Data Scientist,20,Onsite,27,1,5,High,No Change,1,Satisfied,4,High,Low,High
49,Male,Project Manager,5,Onsite,40,5,2,Low,Decrease,4,Satisfied,3,Medium,High,Low
51,Male,Software Engineer,17,Remote,45,14,1,Low,Decrease,4,Unsatisfied,5,High,High,Low
24,Male,Software Engineer,31,Hybrid,57,1,2,Low,No Change,2,Neutral,2,Low,Low,Low
38,Female,Software Engineer,1,Onsite,20,12,1,Low,Decrease,4,Unsatisfied,1,Low,High,Low
36,Female,Data Scientist,32,Remote,45,15,2,High,Increase,2,Unsatisfied,1,Low,Low,Low
51,Non-binary,Software Engineer,32,Onsite,54,15,3,Low,Increase,2,Unsatisfied,3,Medium,Low,Medium
56,Prefer not to say,Software Engineer,5,Hybrid,35,3,5,Medium,Increase,2,Neutral,5,High,Low,High
30,Non-binary,Data Scientist,27,Onsite,48,5,5,Low,No Change,5,Satisfied,4,High,High,High
59,Female,Project Manager,12,Remote,49,9,2,High,No Change,3,Unsatisfied,4,High,Medium,Low
40,Prefer not to say,Data Scientist,18,Onsite,42,3,4,Medium,Increase,2,Neutral,4,High,Low,High
30,Non-binary,Data Scientist,21,Onsite,48,1,1,Medium,Decrease,5,Neutral,3,Medium,High,Low
57,Non-binary,Data Scientist,27,Onsite,56,2,3,Low,No Change,3,Unsatisfied,4,High,Medium,Medium
48,Prefer not to say,Data Scientist,3,Remote,58,11,3,Low,Increase,5,Unsatisfied,4,High,High,Medium
25,Male,Software Engineer,30,Hybrid,20,14,1,Medium,Decrease,5,Neutral,1,Low,High,Low
22,Non-binary,Project Manager,26,Onsite,39,15,4,High,Increase,4,Satisfied,1,Low,High,High
42,Non-binary,Software Engineer,18,Hybrid,43,4,5,Low,Increase,5,Satisfied,1,Low,High,High
40,Prefer not to say,Data Scientist,7,Hybrid,60,10,3,High,Increase,2,Unsatisfied,3,Medium,Low,Medium
51,Non-binary,Software Engineer,26,Onsite,43,2,2,High,No Change,1,Neutral,4,High,Low,Low
34,Prefer not to say,Software Engineer,30,Hybrid,59,5,5,Low,Decrease,5,Satisfied,4,High,High,High
28,Non-binary,Data Scientist,28,Hybrid,56,10,5,High,Decrease,5,Neutral,1,Low,High,High
41,Prefer not to say,Software Engineer,22,Onsite,33,3,5,Low,Increase,5,Unsatisfied,5,High,High,High
42,Female,Software Engineer,32,Hybrid,53,2,2,Low,No Change,1,Satisfied,3,Medium,Low,Low
56,Female,Project Manager,35,Onsite,51,2,1,Low,Increase,2,Unsatisfied,4,High,Low,Low
57,Prefer not to say,Data Scientist,14,Onsite,24,8,5,Low,Increase,1,Satisfied,5,High,Low,High
32,Prefer not to say,Software Engineer,9,Onsite,34,15,3,Medium,Decrease,2,Unsatisfied,1,Low,Low,Medium
35,Female,Data Scientist,34,Remote,48,7,5,Low,Decrease,2,Neutral,4,High,Low,High
35,Non-binary,Data Scientist,6,Remote,27,5,2,Low,Increase,2,Unsatisfied,2,Low,Low,Low
43,Prefer not to say,Software Engineer,9,Onsite,58,15,2,Medium,Decrease,3,Unsatisfied,4,High,Medium,Low
58,Female,Project Manager,25,Remote,55,9,1,Medium,No Change,2,Satisfied,5,High,Low,Low
48,Non-binary,Data Scientist,3,Hybrid,20,5,1,Low,Decrease,1,Satisfied,4,High,Low,Low
38,Prefer not to say,Data Scientist,12,Hybrid,23,9,3,Low,No Change,1,Neutral,1,Low,Low,Medium
38,Non-binary,Software Engineer,28,Remote,24,12,4,Medium,Increase,3,Unsatisfied,4,High,Medium,High
25,Non-binary,Data Scientist,31,Onsite,39,14,1,Low,Decrease,5,Neutral,1,Low,High,Low
22,Non-binary,Project Manager,21,Hybrid,42,13,3,Medium,Decrease,1,Unsatisfied,3,Medium,Low,Medium
34,Male,Software Engineer,15,Onsite,29,13,3,Medium,No Change,3,Satisfied,1,Low,Medium,Medium
47,Female,Data Scientist,26,Onsite,48,10,2,Low,Decrease,4,Satisfied,2,Low,High,Low
26,Male,Project Manager,35,Hybrid,41,7,1,Low,Decrease,4,Unsatisfied,4,High,High,Low
30,Male,Project Manager,22,Remote,41,15,5,High,Increase,2,Satisfied,2,Low,Low,High
57,Non-binary,Data Scientist,25,Hybrid,23,10,4,Low,No Change,5,Satisfied,2,Low,High,High
49,Non-binary,Software Engineer,3,Onsite,23,15,5,High,Increase,5,Neutral,3,Medium,High,High
45,Male,Project Manager,17,Onsite,36,4,5,High,Increase,3,Unsatisfied,4,High,Medium,High
47,Non-binary,Project Manager,31,Hybrid,32,12,4,Medium,No Change,1,Unsatisfied,1,Low,Low,High
58,Non-binary,Software Engineer,8,Remote,49,0,1,Low,Decrease,4,Unsatisfied,4,High,High,Low
22,Female,Software Engineer,22,Hybrid,39,7,3,Medium,No Change,2,Satisfied,3,Medium,Low,Medium
36,Male,Project Manager,29,Remote,50,9,4,High,Increase,5,Neutral,1,Low,High,High
24,Male,Data Scientist,34,Hybrid,31,5,1,Low,Increase,4,Satisfied,5,High,High,Low
51,Female,Data Scientist,9,Hybrid,32,1,5,High,Increase,2,Unsatisfied,4,High,Low,High
48,Prefer not to say,Software Engineer,35,Onsite,22,14,4,High,Increase,5,Neutral,5,High,High,High
22,Non-binary,Software Engineer,9,Onsite,26,9,4,Low,No Change,5,Neutral,2,Low,High,High
37,Prefer not to say,Data Scientist,28,Hybrid,54,14,5,Low,Increase,5,Neutral,2,Low,High,High
53,Prefer not to say,Software Engineer,24,Hybrid,28,11,4,High,Decrease,4,Satisfied,5,High,High,High
29,Non-binary,Software Engineer,3,Remote,43,4,5,Medium,No Change,2,Unsatisfied,1,Low,Low,High
56,Male,Data Scientist,12,Onsite,58,9,3,Low,No Change,2,Neutral,2,Low,Low,Medium
54,Prefer not to say,Project Manager,8,Onsite,40,5,4,High,Decrease,4,Neutral,1,Low,High,High
38,Prefer not to say,Data Scientist,14,Remote,33,2,1,High,No Change,5,Satisfied,4,High,High,Low
41,Male,Data Scientist,11,Remote,39,10,1,Medium,No Change,1,Unsatisfied,4,High,Low,Low
55,Male,Project Manager,32,Remote,34,4,1,High,No Change,4,Neutral,5,High,High,Low
23,Non-binary,Software Engineer,8,Hybrid,20,7,2,High,No Change,3,Neutral,2,Low,Medium,Low
57,Prefer not to say,Software Engineer,17,Hybrid,28,9,2,Medium,Increase,2,Unsatisfied,2,Low,Low,Low
46,Male,Software Engineer,7,Onsite,33,7,5,Low,Increase,4,Unsatisfied,4,High,High,High
25,Non-binary,Project Manager,33,Onsite,53,13,1,High,No Change,5,Unsatisfied,1,Low,High,Low
38,Female,Project Manager,26,Onsite,20,4,4,High,Increase,2,Satisfied,3,Medium,Low,High
56,Male,Data Scientist,4,Remote,37,14,4,Low,Decrease,1,Unsatisfied,1,Low,Low,High
49,Prefer not to say,Project Manager,18,Remote,60,14,3,Medium,No Change,1,Neutral,1,Low,Low,Medium
57,Female,Software Engineer,4,Remote,35,3,4,High,No Change,3,Unsatisfied,4,High,Medium,High
34,Female,Data Scientist,20,Hybrid,21,6,4,Low,Decrease,4,Satisfied,4,High,High,High
29,Non-binary,Software Engineer,27,Hybrid,50,3,3,Medium,Increase,1,Unsatisfied,4,High,Low,Medium
45,Female,Project Manager,34,Hybrid,40,3,5,High,No Change,2,Satisfied,5,High,Low,High
50,Prefer not to say,Data Scientist,21,Onsite,38,8,2,Medium,Decrease,2,Neutral,5,High,Low,Low
55,Prefer not to say,Data Scientist,5,Remote,35,1,5,High,Increase,4,Unsatisfied,4,High,High,High
39,Non-binary,Data Scientist,21,Remote,31,0,3,Medium,Increase,5,Neutral,5,High,High,Medium
57,Female,Data Scientist,20,Onsite,52,11,2,High,No Change,1,Neutral,2,Low,Low,Low
43,Non-binary,Project Manager,23,Hybrid,28,9,5,Medium,No Change,5,Neutral,3,Medium,High,High
50,Male,Data Scientist,2,Remote,33,15,4,Low,No Change,3,Unsatisfied,1,Low,Medium,High
25,Prefer not to say,Project Manager,19,Hybrid,49,9,5,High,No Change,1,Unsatisfied,3,Medium,Low,High
56,Female,Project Manager,5,Hybrid,33,0,5,Medium,Decrease,3,Satisfied,4,High,Medium,High
26,Prefer not to say,Data Scientist,24,Remote,56,8,3,High,Increase,5,Neutral,4,High,High,Medium
24,Male,Software Engineer,2,Hybrid,52,6,4,High,Decrease,4,Neutral,1,Low,High,High
53,Prefer not to say,Software Engineer,20,Hybrid,45,10,1,Medium,Decrease,2,Satisfied,5,High,Low,Low
30,Female,Data Scientist,33,Remote,53,14,1,Low,Increase,3,Satisfied,1,Low,Medium,Low
29,Female,Project Manager,29,Onsite,60,5,3,High,Increase,1,Satisfied,5,High,Low,Medium
26,Prefer not to say,Software Engineer,12,Remote,24,1,3,Low,Decrease,3,Neutral,3,Medium,Medium,Medium
28,Prefer not to say,Project Manager,26,Onsite,58,10,4,High,Increase,4,Neutral,4,High,High,High
33,Prefer not to say,Data Scientist,21,Onsite,21,12,3,Low,Decrease,3,Neutral,5,High,Medium,Medium
48,Non-binary,Software Engineer,31,Remote,20,7,2,High,No Change,2,Neutral,3,Medium,Low,Low
32,Non-binary,Software Engineer,22,Onsite,40,15,1,Low,No Change,3,Satisfied,3,Medium,Medium,Low
40,Non-binary,Data Scientist,15,Hybrid,24,11,1,Medium,Increase,3,Unsatisfied,2,Low,Medium,Low
59,Non-binary,Software Engineer,19,Remote,27,12,5,High,Decrease,3,Satisfied,2,Low,Medium,High
25,Prefer not to say,Data Scientist,7,Onsite,46,2,1,Medium,No Change,4,Satisfied,5,High,High,Low
51,Male,Project Manager,27,Hybrid,54,0,1,High,Decrease,1,Satisfied,3,Medium,Low,Low
54,Non-binary,Software Engineer,21,Hybrid,59,1,5,Low,Decrease,2,Satisfied,2,Low,Low,High
48,Female,Project Manager,32,Onsite,21,12,2,Medium,Decrease,2,Unsatisfied,2,Low,Low,Low
60,Prefer not to say,Project Manager,15,Hybrid,40,11,4,High,Increase,3,Satisfied,5,High,Medium,High
60,Prefer not to say,Project Manager,7,Onsite,25,6,5,Medium,Decrease,1,Neutral,1,Low,Low,High
51,Female,Project Manager,23,Remote,27,14,4,Medium,Decrease,2,Neutral,2,Low,Low,High
55,Prefer not to say,Software Engineer,22,Hybrid,20,8,4,Low,No Change,2,Neutral,3,Medium,Low,High
25,Female,Project Manager,5,Remote,26,12,2,Low,Increase,2,Neutral,1,Low,Low,Low
26,Prefer not to say,Software Engineer,2,Remote,50,8,2,Medium,No Change,5,Neutral,1,Low,High,Low
52,Non-binary,Software Engineer,15,Onsite,42,11,2,High,Increase,1,Satisfied,5,High,Low,Low
41,Prefer not to say,Project Manager,29,Hybrid,34,6,1,Low,Increase,3,Satisfied,5,High,Medium,Low
25,Non-binary,Project Manager,18,Onsite,21,1,3,Low,No Change,5,Satisfied,5,High,High,Medium
23,Female,Project Manager,14,Hybrid,44,12,3,Medium,Increase,4,Neutral,1,Low,High,Medium
40,Female,Software Engineer,23,Hybrid,38,14,1,Medium,Decrease,1,Neutral,1,Low,Low,Low
25,Prefer not to say,Data Scientist,6,Remote,32,4,4,Low,No Change,4,Neutral,2,Low,High,High
55,Female,Project Manager,13,Remote,53,11,5,High,Decrease,2,Neutral,2,Low,Low,High
46,Female,Data Scientist,27,Remote,28,11,1,Medium,Increase,5,Neutral,4,High,High,Low
33,Prefer not to say,Project Manager,19,Hybrid,40,3,3,Low,Increase,2,Neutral,3,Medium,Low,Medium
60,Non-binary,Software Engineer,34,Onsite,39,4,1,High,Decrease,3,Satisfied,2,Low,Medium,Low
51,Female,Data Scientist,29,Hybrid,48,10,5,High,No Change,5,Neutral,4,High,High,High
31,Male,Data Scientist,29,Onsite,48,10,3,Medium,Increase,4,Unsatisfied,3,Medium,High,Medium
55,Non-binary,Project Manager,33,Hybrid,24,11,2,High,Increase,3,Neutral,3,Medium,Medium,Low
31,Female,Project Manager,23,Remote,45,14,2,Low,Decrease,5,Neutral,3,Medium,High,Low
26,Female,Software Engineer,20,Hybrid,31,2,2,Medium,Increase,4,Unsatisfied,1,Low,High,Low
54,Male,Data Scientist,7,Remote,25,1,1,High,Increase,5,Satisfied,4,High,High,Low
24,Female,Project Manager,33,Remote,31,2,4,Low,Decrease,1,Neutral,3,Medium,Low,High
31,Female,Data Scientist,25,Remote,30,12,1,Low,No Change,2,Neutral,3,Medium,Low,Low
36,Male,Project Manager,16,Onsite,49,13,3,High,No Change,2,Neutral,4,High,Low,Medium
53,Male,Project Manager,22,Remote,37,12,1,High,Increase,5,Satisfied,4,High,High,Low
37,Non-binary,Project Manager,3,Remote,51,1,4,Low,Decrease,4,Neutral,3,Medium,High,High
52,Prefer not to say,Software Engineer,31,Onsite,32,0,3,High,Increase,3,Neutral,3,Medium,Medium,Medium
51,Female,Software Engineer,14,Remote,31,0,5,Medium,No Change,2,Unsatisfied,1,Low,Low,High
34,Male,Data Scientist,30,Hybrid,51,7,5,High,No Change,5,Satisfied,1,Low,High,High
27,Female,Project Manager,10,Hybrid,21,3,4,High,Decrease,4,Satisfied,2,Low,High,High
28,Female,Software Engineer,9,Remote,21,0,1,Medium,Decrease,4,Unsatisfied,1,Low,High,Low
34,Male,Project Manager,18,Hybrid,57,14,4,Low,Increase,2,Neutral,3,Medium,Low,High
40,Prefer not to say,Project Manager,4,Remote,53,12,2,Low,Decrease,3,Neutral,1,Low,Medium,Low
57,Non-binary,Data Scientist,13,Remote,30,1,3,Medium,Increase,3,Unsatisfied,2,Low,Medium,Medium
38,Male,Data Scientist,1,Onsite,58,10,5,Medium,No Change,3,Neutral,4,High,Medium,High
30,Non-binary,Software Engineer,4,Onsite,47,8,2,Medium,No Change,4,Neutral,4,High,High,Low
47,Prefer not to say,Software Engineer,9,Hybrid,59,10,4,High,No Change,3,Neutral,1,Low,Medium,High
29,Female,Software Engineer,5,Remote,33,14,5,Medium,Increase,3,Satisfied,2,Low,Medium,High
49,Male,Project Manager,8,Onsite,48,8,5,Medium,Increase,5,Unsatisfied,5,High,High,High
57,Prefer not to say,Data Scientist,21,Onsite,52,9,3,Low,No Change,1,Satisfied,3,Medium,Low,Medium
29,Male,Project Manager,26,Hybrid,39,0,5,Low,Increase,4,Unsatisfied,3,Medium,High,High
32,Prefer not to say,Software Engineer,32,Remote,53,8,3,High,No Change,5,Unsatisfied,5,High,High,Medium
56,Male,Software Engineer,22,Remote,60,6,1,High,Increase,5,Satisfied,5,High,High,Low
49,Non-binary,Project Manager,4,Remote,38,6,4,Medium,Decrease,5,Neutral,1,Low,High,High
27,Male,Software Engineer,13,Hybrid,29,9,5,High,Decrease,5,Satisfied,3,Medium,High,High
54,Prefer not to say,Project Manager,34,Remote,56,10,3,Medium,No Change,3,Satisfied,2,Low,Medium,Medium
34,Non-binary,Project Manager,8,Hybrid,38,8,3,Low,Decrease,5,Neutral,5,High,High,Medium
51,Non-binary,Data Scientist,29,Remote,24,1,2,High,Decrease,1,Satisfied,3,Medium,Low,Low
34,Female,Software Engineer,33,Remote,46,9,5,High,Decrease,1,Satisfied,2,Low,Low,High
34,Non-binary,Project Manager,26,Onsite,21,12,1,Low,Increase,4,Neutral,5,High,High,Low
47,Prefer not to say,Data Scientist,4,Remote,21,11,2,High,No Change,4,Unsatisfied,5,High,High,Low
24,Non-binary,Project Manager,16,Remote,59,8,1,Medium,Decrease,5,Neutral,3,Medium,High,Low
22,Female,Software Engineer,6,Remote,44,11,4,High,No Change,3,Unsatisfied,5,High,Medium,High
23,Male,Project Manager,34,Hybrid,56,10,1,Medium,No Change,1,Neutral,1,Low,Low,Low
39,Prefer not to say,Project Manager,7,Hybrid,52,0,5,High,No Change,2,Satisfied,1,Low,Low,High
34,Prefer not to say,Project Manager,30,Remote,29,7,5,Low,Decrease,1,Satisfied,5,High,Low,High
42,Female,Project Manager,7,Remote,38,4,4,Medium,No Change,1,Satisfied,2,Low,Low,High
32,Male,Software Engineer,4,Onsite,26,1,1,Low,Decrease,2,Satisfied,3,Medium,Low,Low
50,Non-binary,Software Engineer,11,Hybrid,53,10,1,High,Decrease,2,Neutral,4,High,Low,Low
49,Non-binary,Software Engineer,14,Hybrid,60,7,1,High,Decrease,1,Neutral,4,High,Low,Low
29,Prefer not to say,Software Engineer,34,Onsite,32,10,4,Low,Increase,3,Satisfied,5,High,Medium,High
51,Female,Data Scientist,6,Hybrid,54,1,5,Medium,Increase,4,Neutral,2,Low,High,High
22,Male,Project Manager,14,Remote,55,2,5,High,No Change,4,Unsatisfied,4,High,High,High
23,Non-binary,Data Scientist,33,Hybrid,51,15,3,Medium,No Change,4,Neutral,1,Low,High,Medium
23,Male,Data Scientist,14,Remote,29,6,3,Low,Increase,2,Unsatisfied,5,High,Low,Medium
26,Non-binary,Data Scientist,3,Remote,37,12,4,Low,Increase,2,Unsatisfied,4,High,Low,High
31,Female,Project Manager,22,Remote,33,6,1,Low,No Change,2,Satisfied,2,Low,Low,Low
57,Male,Data Scientist,25,Onsite,29,12,1,Low,Decrease,2,Satisfied,5,High,Low,Low
32,Prefer not to say,Data Scientist,11,Hybrid,24,14,4,Low,Decrease,5,Unsatisfied,1,Low,High,High
31,Male,Project Manager,30,Onsite,56,4,4,High,Increase,2,Neutral,4,High,Low,High
35,Non-binary,Project Manager,17,Onsite,42,15,2,Low,No Change,1,Satisfied,3,Medium,Low,Low
53,Non-binary,Software Engineer,23,Onsite,28,9,1,Medium,Decrease,3,Satisfied,1,Low,Medium,Low
41,Non-binary,Project Manager,34,Remote,49,8,5,Medium,Increase,2,Satisfied,3,Medium,Low,High
29,Male,Software Engineer,16,Hybrid,31,7,3,Low,Decrease,3,Unsatisfied,3,Medium,Medium,Medium
38,Female,Data Scientist,14,Hybrid,33,5,5,High,Increase,2,Neutral,3,Medium,Low,High
56,Prefer not to say,Data Scientist,24,Remote,33,10,3,High,Decrease,3,Satisfied,2,Low,Medium,Medium
